global_step,global_decision_step,approx_global_env_frame_step,policy_loss,value_loss,entropy,approx_kl,clip_fraction,learning_rate,rollout_action_0,rollout_action_1,rollout_action_2,rollout_action_3,rollout_action_4,rollout_action_5,rollout_action_6,rollout_action_7,rollout_action_8,rollout_action_9,rollout_action_10,rollout_action_11,dominant_action_frac,reward_clip,target_kl,rollout_int_reward_mean,rollout_int_reward_sum
4096,4096,16384,-0.0018721260130405426,13.795365333557129,1.9337866306304932,5.084369331598282e-05,0.0,0.0001,19,18,27,18,22,15,9,0,0,0,0,0,0.2109375,1,0.03,4.852184840586915e-06,0.0006210796595951251
4224,4224,16896,0.000945286825299263,4.932623386383057,1.9346482753753662,9.944196790456772e-05,0.0,0.0001,22,22,22,20,17,15,10,0,0,0,0,0,0.171875,1,0.03,4.147790990671751e-06,0.0005309172468059842
4352,4352,17408,0.0015642084181308746,4.5730767250061035,1.9374442100524902,0.00015009567141532898,0.0,0.0001,14,18,26,15,20,24,11,0,0,0,0,0,0.203125,1,0.03,4.423352134352854e-06,0.0005661890731971653
4480,4480,17920,-0.00011466816067695618,4.871190071105957,1.9402344226837158,0.00018574390560388565,0.0,0.0001,18,14,25,19,15,21,16,0,0,0,0,0,0.1953125,1,0.03,4.9602392202530154e-06,0.000634910620192386
4608,4608,18432,-0.0012456253170967102,5.183656692504883,1.94251549243927,0.0001682015135884285,0.0,0.0001,13,26,21,16,18,15,19,0,0,0,0,0,0.203125,1,0.03,5.3418677588013e-06,0.0006837590731265664
4736,4736,18944,-0.0016127750277519226,43.32746887207031,1.943516492843628,4.023779183626175e-05,0.0,0.0001,17,16,20,21,26,14,14,0,0,0,0,0,0.203125,1,0.03,4.601543594162649e-06,0.0005889975800528191
4864,4864,19456,-0.0003953687846660614,106.43929290771484,1.943373441696167,2.302229404449463e-06,0.0,0.0001,20,20,17,18,25,16,12,0,0,0,0,0,0.1953125,1,0.03,4.257096710702513e-06,0.0005449083789699216
4992,4992,19968,-0.0013487935066223145,27.136756896972656,1.942551851272583,4.3042004108428955e-05,0.0,0.0001,15,19,21,22,20,14,17,0,0,0,0,0,0.171875,1,0.03,3.93160136091808e-06,0.0005032449741975142
5120,5120,20480,-0.002997748553752899,52.414241790771484,1.9406027793884277,0.00014421995729207993,0.0,0.0001,14,17,19,16,19,25,18,0,0,0,0,0,0.1953125,1,0.03,3.3732737243497013e-06,0.00043177903671676177
5248,5248,20992,0.0037636607885360718,71.26742553710938,1.936823844909668,0.000324200838804245,0.0,0.0001,18,16,32,19,14,14,15,0,0,0,0,0,0.25,1,0.03,3.2084412193711387e-06,0.00041068047607950575
5376,5376,21504,0.004347538575530052,17.512819290161133,1.9301221370697021,0.0004677940160036087,0.0,0.0001,26,19,23,10,25,16,9,0,0,0,0,0,0.203125,1,0.03,3.512754933154838e-06,0.00044963263144381926
5504,5504,22016,-0.006040304899215698,8.82298469543457,1.9239591360092163,0.00028575118631124496,0.0,0.0001,17,20,20,13,22,18,18,0,0,0,0,0,0.171875,1,0.03,4.390403450571512e-06,0.0005619716416731535
5632,5632,22528,0.0002265051007270813,6.1687493324279785,1.9243295192718506,3.025773912668228e-05,0.0,0.0001,14,27,28,15,18,12,14,0,0,0,0,0,0.21875,1,0.03,5.7934743864507254e-06,0.0007415647214656929
5760,5760,23040,-0.0013422667980194092,5.0019731521606445,1.9278658628463745,0.00014561880379915237,0.0,0.0001,21,22,22,14,18,14,17,0,0,0,0,0,0.171875,1,0.03,5.742949415576959e-06,0.0007350975251938507
5888,5888,23552,0.0011331960558891296,5.251117706298828,1.9326988458633423,0.00023034214973449707,0.0,0.0001,24,17,21,19,22,14,11,0,0,0,0,0,0.1875,1,0.03,6.438037903677696e-06,0.0008240688516707451
6016,6016,24064,-0.0005511865019798279,24.85684585571289,1.9352383613586426,7.755216211080551e-05,0.0,0.0001,19,23,21,21,16,18,10,0,0,0,0,0,0.1796875,1,0.03,7.492860270019719e-06,0.000959086114562524
6144,6144,24576,-0.0008972585201263428,24.69818878173828,1.934196949005127,1.3986602425575256e-05,0.0,0.0001,18,25,25,15,21,12,12,0,0,0,0,0,0.1953125,1,0.03,5.130097285643842e-06,0.0006566524525624118
6272,6272,25088,-2.5480985641479492e-05,5.644741535186768,1.9333922863006592,2.5235116481781006e-05,0.0,0.0001,19,22,22,17,21,10,17,0,0,0,0,0,0.171875,1,0.03,4.893961357055332e-06,0.0006264270537030825
6400,6400,25600,-0.0008623227477073669,77.62628936767578,1.932326078414917,2.6118941605091095e-05,0.0,0.0001,17,20,22,26,17,14,12,0,0,0,0,0,0.203125,1,0.03,5.598824147412529e-06,0.0007166494908688037
6528,6528,26112,-0.0037456154823303223,52.541019439697266,1.9284393787384033,0.00017197243869304657,0.0,0.0001,28,20,21,17,16,15,11,0,0,0,0,0,0.21875,1,0.03,4.221251449720853e-06,0.0005403201855642692
6656,6656,26624,0.0019446276128292084,11.043550491333008,1.9215197563171387,0.0004902016371488571,0.0,0.0001,17,20,23,14,18,20,16,0,0,0,0,0,0.1796875,1,0.03,3.1921094549858253e-06,0.00040859001023818564
6784,6784,27136,-0.0008684992790222168,9.985418319702148,1.9188390970230103,8.794944733381271e-05,0.0,0.0001,19,24,24,14,23,15,9,0,0,0,0,0,0.1875,1,0.03,2.82370089443873e-06,0.0003614337144881574
6912,6912,27648,0.002331094816327095,8.35942268371582,1.9192479848861694,0.00022431928664445877,0.0,0.0001,15,19,26,21,20,12,15,0,0,0,0,0,0.203125,1,0.03,4.026629094155965e-06,0.0005154085240519635
7040,7040,28160,0.0030333176255226135,6.7284345626831055,1.9247883558273315,0.0003198692575097084,0.0,0.0001,19,23,23,10,19,19,15,0,0,0,0,0,0.1796875,1,0.03,4.001075106785379e-06,0.0005121376136685285
7168,7168,28672,0.00032819435000419617,67.93482208251953,1.9259268045425415,7.55181536078453e-05,0.0,0.0001,18,24,16,18,17,23,12,0,0,0,0,0,0.1875,1,0.03,6.355005652380896e-06,0.0008134407235047547
7296,7296,29184,-0.005516454577445984,29.41339683532715,1.9231541156768799,0.00014362391084432602,0.0,0.0001,16,15,25,17,24,16,15,0,0,0,0,0,0.1953125,1,0.03,4.798845292697251e-06,0.0006142521974652482
7424,7424,29696,-0.0011617988348007202,25.35216522216797,1.9155179262161255,0.00043753255158662796,0.0,0.0001,15,20,18,19,24,21,11,0,0,0,0,0,0.1875,1,0.03,3.3340875820186966e-06,0.00042676321049839316
7552,7552,30208,-0.010352442041039467,13.060541152954102,1.901836633682251,0.0008717188611626625,0.0,0.0001,18,18,17,15,24,26,10,0,0,0,0,0,0.203125,1,0.03,2.966400140635983e-06,0.0003796992180014058
7680,7680,30720,-0.0004749186336994171,42.03612518310547,1.8721270561218262,0.00228867307305336,0.0078125,0.0001,13,15,27,16,27,20,10,0,0,0,0,0,0.2109375,1,0.03,3.1284613282167584e-06,0.00040044305001174507
7808,7808,31232,0.01575297862291336,44.107940673828125,1.8255834579467773,0.004553633742034435,0.07421875,0.0001,14,18,32,10,32,15,7,0,0,0,0,0,0.25,1,0.03,3.456879497321097e-06,0.0004424805756571004
7936,7936,31744,0.013631537556648254,48.80168151855469,1.7594568729400635,0.004385001957416534,0.11328125,0.0001,13,22,33,6,29,22,3,0,0,0,0,0,0.2578125,1,0.03,4.103986185555186e-06,0.0005253102317510638
8064,8064,32256,0.004444122314453125,47.165096282958984,1.6651718616485596,0.0054318904876708984,0.1328125,0.0001,10,18,35,6,33,25,1,0,0,0,0,0,0.2734375,1,0.03,9.539354376641995e-06,0.0012210373602101754
8192,8192,32768,-0.0002299956977367401,14.120880126953125,1.5858514308929443,0.005479011684656143,0.0625,0.0001,0,17,42,9,35,22,3,0,0,0,0,0,0.328125,1,0.03,2.1032480503890838e-05,0.0026921575044980273
8320,8320,33280,-0.0008811838924884796,35.20067596435547,1.5547764301300049,0.0013100691139698029,0.03125,0.0001,7,19,35,4,42,21,0,0,0,0,0,0,0.328125,1,0.03,3.954337645950545e-05,0.005061552186816698
8448,8448,33792,-0.0043975599110126495,12.318376541137695,1.5065008401870728,0.0022515952587127686,0.046875,0.0001,3,25,37,6,37,18,2,0,0,0,0,0,0.2890625,1,0.03,6.072109712818019e-05,0.007772300432407064
8576,8576,34304,0.009487086907029152,32.87932205200195,1.4481585025787354,0.006344102323055267,0.15234375,0.0001,6,23,26,2,47,24,0,0,0,0,0,0,0.3671875,1,0.03,6.34472715148604e-05,0.008121250753902132
8704,8704,34816,-0.010075800120830536,10.043719291687012,1.362970232963562,0.005187368951737881,0.23046875,0.0001,2,24,24,2,52,24,0,0,0,0,0,0,0.40625,1,0.03,4.4959315914638864e-05,0.005754792437073775
8832,8832,35328,-0.006184466183185577,9.40909194946289,1.2607407569885254,0.005537494085729122,0.125,0.0001,1,24,28,1,55,19,0,0,0,0,0,0,0.4296875,1,0.03,4.110421596692504e-05,0.005261339643766405
8960,8960,35840,0.0051885731518268585,4.228464126586914,1.1500381231307983,0.00901656225323677,0.0703125,0.0001,1,18,12,0,71,26,0,0,0,0,0,0,0.5546875,1,0.03,3.98296857895275e-05,0.00509819978105952
