global_step,global_decision_step,approx_global_env_frame_step,episode,episode_decision_steps,episode_approx_env_frame_steps,episode_ext_reward,episode_int_reward,episode_total_reward,episode_final_x_pos,episode_max_x_pos,episode_mean_x_pos,visited_bins,episode_timeout,train_total_timesteps,train_max_episode_steps,frame_skip
19883,19883,79532,111,247,988,1031.0,0.0,1031.0,1136,1136,649.6518218623481,23,0,1000000,3000,4
19915,19915,79660,112,32,128,244.0,0.0,244.0,307,307,156.78125,7,0,1000000,3000,4
19991,19991,79964,113,76,304,629.0,0.0,629.0,701,701,359.0657894736842,15,0,1000000,3000,4
20089,20089,80356,114,98,392,611.0,0.0,611.0,688,688,386.8469387755102,14,0,1000000,3000,4
20339,20339,81356,115,250,1000,1677.0,0.0,1677.0,1782,1782,854.344,36,0,1000000,3000,4
20692,20692,82768,116,353,1412,1411.0,0.0,1411.0,1539,1539,751.6317280453258,31,0,1000000,3000,4
20731,20731,82924,117,39,156,241.0,0.0,241.0,305,305,152.6153846153846,7,0,1000000,3000,4
20901,20901,83604,118,170,680,1038.0,0.0,1038.0,1127,1127,614.7823529411764,23,0,1000000,3000,4
20934,20934,83736,119,33,132,249.0,0.0,249.0,313,313,147.06060606060606,7,0,1000000,3000,4
21010,21010,84040,120,76,304,607.0,0.0,607.0,680,680,328.60526315789474,14,0,1000000,3000,4
21041,21041,84164,121,31,124,251.0,0.0,251.0,315,315,150.19354838709677,7,0,1000000,3000,4
21161,21161,84644,122,120,480,769.0,0.0,769.0,849,849,498.5833333333333,17,0,1000000,3000,4
21363,21363,85452,123,202,808,1335.0,0.0,1335.0,1433,1433,693.6386138613861,29,0,1000000,3000,4
21395,21395,85580,124,32,128,247.0,0.0,247.0,310,310,157.4375,7,0,1000000,3000,4
21498,21498,85992,125,103,412,626.0,0.0,626.0,704,704,351.7281553398058,15,0,1000000,3000,4
21628,21628,86512,126,130,520,605.0,0.0,605.0,687,687,382.2769230769231,14,0,1000000,3000,4
21831,21831,87324,127,203,812,1311.0,0.0,1311.0,1408,1408,704.2068965517242,29,0,1000000,3000,4
21868,21868,87472,128,37,148,233.0,0.0,233.0,297,297,161.8918918918919,6,0,1000000,3000,4
22035,22035,88140,129,167,668,1432.0,0.0,1432.0,1521,1521,701.3592814371258,31,0,1000000,3000,4
22072,22072,88288,130,37,148,237.0,0.0,237.0,301,301,157.45945945945945,7,0,1000000,3000,4
22111,22111,88444,131,39,156,242.0,0.0,242.0,306,306,146.64102564102564,7,0,1000000,3000,4
22181,22181,88724,132,70,280,618.0,0.0,618.0,688,688,330.3142857142857,14,0,1000000,3000,4
22212,22212,88848,133,31,124,244.0,0.0,244.0,306,306,157.16129032258064,7,0,1000000,3000,4
22287,22287,89148,134,75,300,609.0,0.0,609.0,681,681,340.6666666666667,14,0,1000000,3000,4
22322,22322,89288,135,35,140,245.0,0.0,245.0,309,309,147.8,7,0,1000000,3000,4
22538,22538,90152,136,216,864,1570.0,0.0,1570.0,1669,1669,824.2129629629629,34,0,1000000,3000,4
22583,22583,90332,137,45,180,228.0,0.0,228.0,293,293,154.44444444444446,6,0,1000000,3000,4
22618,22618,90472,138,35,140,244.0,0.0,244.0,308,308,156.9142857142857,7,0,1000000,3000,4
22710,22710,90840,139,92,368,622.0,0.0,622.0,698,698,344.5,14,0,1000000,3000,4
22874,22874,91496,140,164,656,1344.0,0.0,1344.0,1434,1434,722.9451219512196,29,0,1000000,3000,4
22977,22977,91908,141,103,412,629.0,0.0,629.0,707,707,359.873786407767,15,0,1000000,3000,4
23167,23167,92668,142,190,760,1334.0,0.0,1334.0,1429,1429,752.9157894736842,29,0,1000000,3000,4
23250,23250,93000,143,83,332,633.0,0.0,633.0,707,707,367.9879518072289,15,0,1000000,3000,4
23282,23282,93128,144,32,128,244.0,0.0,244.0,307,307,155.75,7,0,1000000,3000,4
23318,23318,93272,145,36,144,238.0,0.0,238.0,302,302,163.33333333333334,7,0,1000000,3000,4
23351,23351,93404,146,33,132,249.0,0.0,249.0,311,311,154.66666666666666,7,0,1000000,3000,4
23381,23381,93524,147,30,120,248.0,0.0,248.0,310,310,155.9,7,0,1000000,3000,4
23473,23473,93892,148,92,368,603.0,0.0,603.0,679,679,348.67391304347825,14,0,1000000,3000,4
23670,23670,94680,149,197,788,725.0,0.0,725.0,822,822,567.274111675127,17,0,1000000,3000,4
23702,23702,94808,150,32,128,248.0,0.0,248.0,312,312,153.84375,7,0,1000000,3000,4
23736,23736,94944,151,34,136,243.0,0.0,243.0,307,307,153.14705882352942,7,0,1000000,3000,4
23812,23812,95248,152,76,304,631.0,0.0,631.0,704,704,361.2105263157895,15,0,1000000,3000,4
23919,23919,95676,153,107,428,729.0,0.0,729.0,808,808,422.3644859813084,17,0,1000000,3000,4
23956,23956,95824,154,37,148,238.0,0.0,238.0,303,303,151.64864864864865,7,0,1000000,3000,4
24036,24036,96144,155,80,320,619.0,0.0,619.0,691,691,361.025,14,0,1000000,3000,4
24067,24067,96268,156,31,124,250.0,0.0,250.0,314,314,155.03225806451613,7,0,1000000,3000,4
24099,24099,96396,157,32,128,246.0,0.0,246.0,310,310,157.25,7,0,1000000,3000,4
24273,24273,97092,158,174,696,1317.0,0.0,1317.0,1408,1408,667.0747126436781,29,0,1000000,3000,4
24377,24377,97508,159,104,416,616.0,0.0,616.0,694,694,368.99038461538464,14,0,1000000,3000,4
24591,24591,98364,160,214,856,1027.0,0.0,1027.0,1124,1124,649.5700934579439,23,0,1000000,3000,4
