global_step,global_decision_step,approx_global_env_frame_step,episode,episode_decision_steps,episode_approx_env_frame_steps,episode_ext_reward,episode_int_reward,episode_total_reward,episode_final_x_pos,episode_max_x_pos,episode_mean_x_pos,visited_bins,episode_timeout,train_total_timesteps,train_max_episode_steps,frame_skip
7939,7939,31756,44,129,516,734.0,0.0,734.0,816,816,490.94573643410854,17,0,10000,3000,4
7987,7987,31948,45,48,192,215.0,0.0,215.0,281,281,165.77083333333334,6,0,10000,3000,4
8140,8140,32560,46,153,612,1043.0,0.0,1043.0,1129,1129,589.0784313725491,23,0,10000,3000,4
8245,8245,32980,47,105,420,613.0,0.0,613.0,690,690,390.2,14,0,10000,3000,4
8470,8470,33880,48,225,900,1329.0,0.0,1329.0,1432,1432,711.5644444444445,29,0,10000,3000,4
8668,8668,34672,49,198,792,1424.0,0.0,1424.0,1521,1521,694.9747474747475,31,0,10000,3000,4
8740,8740,34960,50,72,288,653.0,0.0,653.0,722,722,379.5,15,0,10000,3000,4
9076,9076,36304,51,336,1344,1012.0,0.0,1012.0,1136,1136,677.5446428571429,23,0,10000,3000,4
9191,9191,36764,52,115,460,717.0,0.0,717.0,797,797,489.3478260869565,16,0,10000,3000,4
9366,9366,37464,53,175,700,740.0,0.0,740.0,831,831,561.9257142857143,17,0,10000,3000,4
9398,9398,37592,54,32,128,245.0,0.0,245.0,308,308,161.09375,7,0,10000,3000,4
9591,9591,38364,55,193,772,805.0,0.0,805.0,898,899,581.8756476683938,18,0,10000,3000,4
9848,9848,39392,56,257,1028,1316.0,0.0,1316.0,1425,1425,730.715953307393,29,0,10000,3000,4
