global_step,global_decision_step,approx_global_env_frame_step,episode,episode_decision_steps,episode_approx_env_frame_steps,episode_ext_reward,episode_int_reward,episode_total_reward,episode_final_x_pos,episode_max_x_pos,episode_mean_x_pos,episode_flag_get,visited_bins,episode_timeout,train_total_timesteps,train_max_episode_steps,frame_skip
153383,153383,613532,1096,80,320,610.0,0.0,610.0,684,684,304.1625,0,14,0,1000000,3000,4
153613,153613,614452,1097,230,920,1025.0,0.0,1025.0,1126,1126,636.5739130434782,0,23,0,1000000,3000,4
153704,153704,614816,1098,91,364,630.0,0.0,630.0,705,705,389.83516483516485,0,15,0,1000000,3000,4
153899,153899,615596,1099,195,780,804.0,0.0,804.0,898,898,583.2871794871795,0,18,0,1000000,3000,4
154348,154348,617392,1100,449,1796,2325.0,0.0,2325.0,2470,2470,1348.4187082405344,0,50,0,1000000,3000,4
154488,154488,617952,1101,140,560,640.0,0.0,640.0,722,722,515.5285714285715,0,15,0,1000000,3000,4
154840,154840,619360,1102,352,1408,1389.0,0.0,1389.0,1517,1517,755.4346590909091,0,31,0,1000000,3000,4
154919,154919,619676,1103,79,316,630.0,0.0,630.0,702,702,400.2911392405063,0,15,0,1000000,3000,4
155161,155161,620644,1104,242,968,1023.0,0.0,1023.0,1127,1127,635.5578512396694,0,23,0,1000000,3000,4
155358,155358,621432,1105,197,788,1034.0,0.0,1034.0,1129,1129,622.8832487309645,0,23,0,1000000,3000,4
155444,155444,621776,1106,86,344,650.0,0.0,650.0,722,723,375.9651162790698,0,15,0,1000000,3000,4
155474,155474,621896,1107,30,120,249.0,0.0,249.0,313,313,150.73333333333332,0,7,0,1000000,3000,4
155568,155568,622272,1108,94,376,612.0,0.0,612.0,687,687,391.9468085106383,0,14,0,1000000,3000,4
155693,155693,622772,1109,125,500,752.0,0.0,752.0,834,834,514.72,0,17,0,1000000,3000,4
155798,155798,623192,1110,105,420,600.0,0.0,600.0,678,678,412.8285714285714,0,14,0,1000000,3000,4
155834,155834,623336,1111,36,144,248.0,0.0,248.0,313,313,154.05555555555554,0,7,0,1000000,3000,4
156178,156178,624712,1112,344,1376,1002.0,0.0,1002.0,1126,1126,730.5058139534884,0,23,0,1000000,3000,4
156219,156219,624876,1113,41,164,233.0,0.0,233.0,298,298,159.8780487804878,0,6,0,1000000,3000,4
156352,156352,625408,1114,133,532,785.0,0.0,785.0,869,869,549.0751879699249,0,18,0,1000000,3000,4
156480,156480,625920,1115,128,512,803.0,0.0,803.0,886,886,557.3359375,0,18,0,1000000,3000,4
156633,156633,626532,1116,153,612,813.0,0.0,813.0,898,898,588.4771241830065,0,18,0,1000000,3000,4
156663,156663,626652,1117,30,120,248.0,0.0,248.0,310,310,162.56666666666666,0,7,0,1000000,3000,4
156750,156750,627000,1118,87,348,637.0,0.0,637.0,712,712,367.62068965517244,0,15,0,1000000,3000,4
156947,156947,627788,1119,197,788,729.0,0.0,729.0,825,825,566.6548223350254,0,17,0,1000000,3000,4
157165,157165,628660,1120,218,872,1026.0,0.0,1026.0,1125,1125,641.4311926605504,0,23,0,1000000,3000,4
157541,157541,630164,1121,376,1504,998.0,0.0,998.0,1129,1129,719.8058510638298,0,23,0,1000000,3000,4
157639,157639,630556,1122,98,392,648.0,0.0,648.0,722,722,369.03061224489795,0,15,0,1000000,3000,4
157676,157676,630704,1123,37,148,239.0,0.0,239.0,304,304,157.64864864864865,0,7,0,1000000,3000,4
157939,157939,631756,1124,263,1052,791.0,0.0,791.0,898,899,668.9809885931559,0,18,0,1000000,3000,4
158421,158421,633684,1125,482,1928,973.0,0.0,973.0,1125,1125,693.4958506224067,0,23,0,1000000,3000,4
158673,158673,634692,1126,252,1008,793.0,0.0,793.0,898,899,603.8809523809524,0,18,0,1000000,3000,4
158972,158972,635888,1127,299,1196,732.0,0.0,732.0,849,849,594.0836120401337,0,17,0,1000000,3000,4
159006,159006,636024,1128,34,136,251.0,0.0,251.0,315,315,142.14705882352942,0,7,0,1000000,3000,4
159099,159099,636396,1129,93,372,649.0,0.0,649.0,722,723,371.7204301075269,0,15,0,1000000,3000,4
159192,159192,636768,1130,93,372,618.0,0.0,618.0,694,694,379.86021505376345,0,14,0,1000000,3000,4
159279,159279,637116,1131,87,348,616.0,0.0,616.0,691,691,397.58620689655174,0,14,0,1000000,3000,4
159443,159443,637772,1132,164,656,811.0,0.0,811.0,898,898,571.8719512195122,0,18,0,1000000,3000,4
159903,159903,639612,1133,460,1840,1260.0,0.0,1260.0,1409,1409,732.9043478260869,0,29,0,1000000,3000,4
160005,160005,640020,1134,102,408,594.0,0.0,594.0,672,672,396.0686274509804,0,14,0,1000000,3000,4
160144,160144,640576,1135,139,556,640.0,0.0,640.0,722,723,496.7841726618705,0,15,0,1000000,3000,4
160217,160217,640868,1136,73,292,653.0,0.0,653.0,722,722,379.6849315068493,0,15,0,1000000,3000,4
160330,160330,641320,1137,113,452,596.0,0.0,596.0,675,675,399.4424778761062,0,14,0,1000000,3000,4
160369,160369,641476,1138,39,156,239.0,0.0,239.0,303,303,151.92307692307693,0,7,0,1000000,3000,4
160541,160541,642164,1139,172,688,809.0,0.0,809.0,898,898,560.9127906976744,0,18,0,1000000,3000,4
160618,160618,642472,1140,77,308,652.0,0.0,652.0,722,722,365.68831168831167,0,15,0,1000000,3000,4
160654,160654,642616,1141,36,144,236.0,0.0,236.0,299,299,165.30555555555554,0,6,0,1000000,3000,4
160830,160830,643320,1142,176,704,1034.0,0.0,1034.0,1124,1124,575.25,0,23,0,1000000,3000,4
160998,160998,643992,1143,168,672,1334.0,0.0,1334.0,1425,1425,702.0416666666666,0,29,0,1000000,3000,4
161107,161107,644428,1144,109,436,607.0,0.0,607.0,686,686,415.43119266055044,0,14,0,1000000,3000,4
161196,161196,644784,1145,89,356,611.0,0.0,611.0,685,685,393.17977528089887,0,14,0,1000000,3000,4
161292,161292,645168,1146,96,384,631.0,0.0,631.0,706,706,373.1666666666667,0,15,0,1000000,3000,4
161364,161364,645456,1147,72,288,612.0,0.0,612.0,684,684,343.47222222222223,0,14,0,1000000,3000,4
161460,161460,645840,1148,96,384,616.0,0.0,616.0,693,693,378.09375,0,14,0,1000000,3000,4
161819,161819,647276,1149,359,1436,1678.0,0.0,1678.0,1806,1806,874.8579387186629,0,37,0,1000000,3000,4
162001,162001,648004,1150,182,728,1036.0,0.0,1036.0,1128,1128,604.1263736263736,0,23,0,1000000,3000,4
162084,162084,648336,1151,83,332,640.0,0.0,640.0,714,714,375.09638554216866,0,15,0,1000000,3000,4
162157,162157,648628,1152,73,292,637.0,0.0,637.0,709,709,382.958904109589,0,15,0,1000000,3000,4
162187,162187,648748,1153,30,120,250.0,0.0,250.0,313,313,155.26666666666668,0,7,0,1000000,3000,4
162324,162324,649296,1154,137,548,789.0,0.0,789.0,874,874,542.0,0,18,0,1000000,3000,4
162353,162353,649412,1155,29,116,249.0,0.0,249.0,312,312,153.44827586206895,0,7,0,1000000,3000,4
162388,162388,649552,1156,35,140,247.0,0.0,247.0,312,312,152.02857142857144,0,7,0,1000000,3000,4
162428,162428,649712,1157,40,160,231.0,0.0,231.0,297,297,163.15,0,6,0,1000000,3000,4
162513,162513,650052,1158,85,340,620.0,0.0,620.0,695,695,368.7294117647059,0,14,0,1000000,3000,4
162543,162543,650172,1159,30,120,248.0,0.0,248.0,312,312,152.6,0,7,0,1000000,3000,4
162690,162690,650760,1160,147,588,1329.0,0.0,1329.0,1414,1414,684.1972789115646,0,29,0,1000000,3000,4
162849,162849,651396,1161,159,636,1040.0,0.0,1040.0,1127,1127,623.1572327044025,0,23,0,1000000,3000,4
162886,162886,651544,1162,37,148,239.0,0.0,239.0,304,304,159.75675675675674,0,7,0,1000000,3000,4
162918,162918,651672,1163,32,128,248.0,0.0,248.0,312,312,154.5625,0,7,0,1000000,3000,4
162948,162948,651792,1164,30,120,247.0,0.0,247.0,310,310,154.13333333333333,0,7,0,1000000,3000,4
162980,162980,651920,1165,32,128,247.0,0.0,247.0,311,311,157.25,0,7,0,1000000,3000,4
163253,163253,653012,1166,273,1092,1566.0,0.0,1566.0,1678,1678,771.3223443223443,0,34,0,1000000,3000,4
163363,163363,653452,1167,110,440,605.0,0.0,605.0,685,685,390.46363636363634,0,14,0,1000000,3000,4
163440,163440,653760,1168,77,308,638.0,0.0,638.0,710,710,384.8181818181818,0,15,0,1000000,3000,4
163746,163746,654984,1169,306,1224,1297.0,0.0,1297.0,1413,1413,720.3398692810457,0,29,0,1000000,3000,4
163781,163781,655124,1170,35,140,237.0,0.0,237.0,301,301,163.57142857142858,0,7,0,1000000,3000,4
163857,163857,655428,1171,76,304,619.0,0.0,619.0,692,692,362.86842105263156,0,14,0,1000000,3000,4
163891,163891,655564,1172,34,136,251.0,0.0,251.0,315,315,150.61764705882354,0,7,0,1000000,3000,4
164295,164295,657180,1173,404,1616,1298.0,0.0,1298.0,1436,1436,768.2178217821782,0,29,0,1000000,3000,4
164436,164436,657744,1174,141,564,1046.0,0.0,1046.0,1130,1130,639.2482269503546,0,23,0,1000000,3000,4
164645,164645,658580,1175,209,836,1322.0,0.0,1322.0,1421,1421,733.3301435406698,0,29,0,1000000,3000,4
164877,164877,659508,1176,232,928,1564.0,0.0,1564.0,1668,1668,810.8491379310345,0,34,0,1000000,3000,4
164917,164917,659668,1177,40,160,230.0,0.0,230.0,294,294,163.925,0,6,0,1000000,3000,4
165415,165415,661660,1178,498,1992,1277.0,0.0,1277.0,1434,1434,760.3092369477912,0,29,0,1000000,3000,4
165588,165588,662352,1179,173,692,748.0,0.0,748.0,839,839,526.7398843930636,0,17,0,1000000,3000,4
165625,165625,662500,1180,37,148,242.0,0.0,242.0,306,306,157.24324324324326,0,7,0,1000000,3000,4
165794,165794,663176,1181,169,676,1037.0,0.0,1037.0,1126,1126,603.3846153846154,0,23,0,1000000,3000,4
165998,165998,663992,1182,204,816,1137.0,0.0,1137.0,1234,1234,640.3186274509804,0,25,0,1000000,3000,4
166033,166033,664132,1183,35,140,241.0,0.0,241.0,303,303,162.97142857142856,0,7,0,1000000,3000,4
166115,166115,664460,1184,82,328,634.0,0.0,634.0,708,708,356.3292682926829,0,15,0,1000000,3000,4
166275,166275,665100,1185,160,640,635.0,0.0,635.0,722,723,493.775,0,15,0,1000000,3000,4
166785,166785,667140,1186,510,2040,1628.0,0.0,1628.0,1787,1787,848.0725490196079,0,36,0,1000000,3000,4
167111,167111,668444,1187,326,1304,1028.0,0.0,1028.0,1151,1151,653.7914110429448,0,24,0,1000000,3000,4
167209,167209,668836,1188,98,392,623.0,0.0,623.0,699,699,384.8265306122449,0,14,0,1000000,3000,4
167249,167249,668996,1189,40,160,222.0,0.0,222.0,286,286,171.2,0,6,0,1000000,3000,4
167408,167408,669632,1190,159,636,1044.0,0.0,1044.0,1132,1132,599.2830188679245,0,23,0,1000000,3000,4
167525,167525,670100,1191,117,468,577.0,0.0,577.0,657,657,390.6068376068376,0,14,0,1000000,3000,4
167669,167669,670676,1192,144,576,737.0,0.0,737.0,822,822,486.44444444444446,0,17,0,1000000,3000,4
167772,167772,671088,1193,103,412,614.0,0.0,614.0,691,691,400.20388349514565,0,14,0,1000000,3000,4
167919,167919,671676,1194,147,588,814.0,0.0,814.0,898,898,582.469387755102,0,18,0,1000000,3000,4
167959,167959,671836,1195,40,160,235.0,0.0,235.0,301,301,157.35,0,7,0,1000000,3000,4
168035,168035,672140,1196,76,304,633.0,0.0,633.0,706,706,359.42105263157896,0,15,0,1000000,3000,4
168077,168077,672308,1197,42,168,233.0,0.0,233.0,298,298,160.14285714285714,0,6,0,1000000,3000,4
168109,168109,672436,1198,32,128,244.0,0.0,244.0,308,308,156.25,0,7,0,1000000,3000,4
168150,168150,672600,1199,41,164,237.0,0.0,237.0,303,303,153.5121951219512,0,7,0,1000000,3000,4
168181,168181,672724,1200,31,124,247.0,0.0,247.0,311,311,157.16129032258064,0,7,0,1000000,3000,4
168415,168415,673660,1201,234,936,1693.0,0.0,1693.0,1797,1797,803.7564102564103,0,36,0,1000000,3000,4
168445,168445,673780,1202,30,120,250.0,0.0,250.0,314,314,153.26666666666668,0,7,0,1000000,3000,4
168581,168581,674324,1203,136,544,767.0,0.0,767.0,851,851,512.1617647058823,0,18,0,1000000,3000,4
168740,168740,674960,1204,159,636,812.0,0.0,812.0,898,898,551.2452830188679,0,18,0,1000000,3000,4
168777,168777,675108,1205,37,148,242.0,0.0,242.0,306,306,155.1891891891892,0,7,0,1000000,3000,4
168809,168809,675236,1206,32,128,242.0,0.0,242.0,306,306,157.625,0,7,0,1000000,3000,4
168841,168841,675364,1207,32,128,250.0,0.0,250.0,313,313,150.5,0,7,0,1000000,3000,4
169015,169015,676060,1208,174,696,1036.0,0.0,1036.0,1126,1126,634.9942528735633,0,23,0,1000000,3000,4
169090,169090,676360,1209,75,300,618.0,0.0,618.0,690,690,357.81333333333333,0,14,0,1000000,3000,4
169167,169167,676668,1210,77,308,652.0,0.0,652.0,722,722,378.7792207792208,0,15,0,1000000,3000,4
169204,169204,676816,1211,37,148,240.0,0.0,240.0,303,303,156.48648648648648,0,7,0,1000000,3000,4
169289,169289,677156,1212,85,340,638.0,0.0,638.0,712,712,360.7294117647059,0,15,0,1000000,3000,4
169490,169490,677960,1213,201,804,1029.0,0.0,1029.0,1125,1125,611.0149253731344,0,23,0,1000000,3000,4
169589,169589,678356,1214,99,396,627.0,0.0,627.0,703,703,334.6969696969697,0,15,0,1000000,3000,4
169860,169860,679440,1215,271,1084,1041.0,0.0,1041.0,1153,1153,681.2619926199262,0,24,0,1000000,3000,4
170012,170012,680048,1216,152,608,1041.0,0.0,1041.0,1126,1126,616.6184210526316,0,23,0,1000000,3000,4
170167,170167,680668,1217,155,620,812.0,0.0,812.0,898,898,553.2451612903226,0,18,0,1000000,3000,4
170347,170347,681388,1218,180,720,734.0,0.0,734.0,825,825,552.5666666666667,0,17,0,1000000,3000,4
170471,170471,681884,1219,124,496,733.0,0.0,733.0,815,815,498.4274193548387,0,17,0,1000000,3000,4
170552,170552,682208,1220,81,324,628.0,0.0,628.0,702,702,365.08641975308643,0,15,0,1000000,3000,4
170584,170584,682336,1221,32,128,247.0,0.0,247.0,311,311,153.59375,0,7,0,1000000,3000,4
170627,170627,682508,1222,43,172,230.0,0.0,230.0,296,296,161.06976744186048,0,6,0,1000000,3000,4
170833,170833,683332,1223,206,824,1423.0,0.0,1423.0,1522,1522,734.6165048543689,0,31,0,1000000,3000,4
171024,171024,684096,1224,191,764,1425.0,0.0,1425.0,1521,1521,710.4502617801047,0,31,0,1000000,3000,4
171055,171055,684220,1225,31,124,248.0,0.0,248.0,312,312,151.0,0,7,0,1000000,3000,4
171247,171247,684988,1226,192,768,1332.0,0.0,1332.0,1428,1428,696.3333333333334,0,29,0,1000000,3000,4
171280,171280,685120,1227,33,132,242.0,0.0,242.0,305,305,157.72727272727272,0,7,0,1000000,3000,4
171367,171367,685468,1228,87,348,631.0,0.0,631.0,706,706,380.1264367816092,0,15,0,1000000,3000,4
171504,171504,686016,1229,137,548,1154.0,0.0,1154.0,1238,1238,612.9416058394161,0,25,0,1000000,3000,4
171592,171592,686368,1230,88,352,624.0,0.0,624.0,698,698,371.77272727272725,0,14,0,1000000,3000,4
171682,171682,686728,1231,90,360,626.0,0.0,626.0,701,701,379.93333333333334,0,15,0,1000000,3000,4
171914,171914,687656,1232,232,928,1329.0,0.0,1329.0,1433,1433,730.0905172413793,0,29,0,1000000,3000,4
172023,172023,688092,1233,109,436,615.0,0.0,615.0,694,694,319.4678899082569,0,14,0,1000000,3000,4
172067,172067,688268,1234,44,176,227.0,0.0,227.0,292,292,167.0909090909091,0,6,0,1000000,3000,4
172098,172098,688392,1235,31,124,247.0,0.0,247.0,311,311,152.7741935483871,0,7,0,1000000,3000,4
172492,172492,689968,1236,394,1576,1080.0,0.0,1080.0,1214,1214,727.5076142131979,0,25,0,1000000,3000,4
172708,172708,690832,1237,216,864,1035.0,0.0,1035.0,1134,1134,602.300925925926,0,23,0,1000000,3000,4
172861,172861,691444,1238,153,612,622.0,0.0,622.0,710,710,332.66013071895424,0,15,0,1000000,3000,4
172894,172894,691576,1239,33,132,248.0,0.0,248.0,310,310,152.0909090909091,0,7,0,1000000,3000,4
172933,172933,691732,1240,39,156,242.0,0.0,242.0,306,306,143.35897435897436,0,7,0,1000000,3000,4
173025,173025,692100,1241,92,368,618.0,0.0,618.0,693,693,345.9891304347826,0,14,0,1000000,3000,4
173083,173083,692332,1242,58,232,201.0,0.0,201.0,268,268,154.43103448275863,0,6,0,1000000,3000,4
173129,173129,692516,1243,46,184,226.0,0.0,226.0,292,292,153.04347826086956,0,6,0,1000000,3000,4
173232,173232,692928,1244,103,412,629.0,0.0,629.0,706,706,344.36893203883494,0,15,0,1000000,3000,4
173329,173329,693316,1245,97,388,633.0,0.0,633.0,710,710,386.97938144329896,0,15,0,1000000,3000,4
173622,173622,694488,1246,293,1172,1811.0,0.0,1811.0,1926,1926,991.122866894198,0,39,0,1000000,3000,4
173672,173672,694688,1247,50,200,215.0,0.0,215.0,281,281,147.48,0,6,0,1000000,3000,4
173899,173899,695596,1248,227,908,1025.0,0.0,1025.0,1126,1126,559.1057268722467,0,23,0,1000000,3000,4
174069,174069,696276,1249,170,680,1036.0,0.0,1036.0,1125,1125,627.2117647058824,0,23,0,1000000,3000,4
174101,174101,696404,1250,32,128,246.0,0.0,246.0,310,310,153.09375,0,7,0,1000000,3000,4
174163,174163,696652,1251,62,248,607.0,0.0,607.0,677,677,332.93548387096774,0,14,0,1000000,3000,4
174243,174243,696972,1252,80,320,620.0,0.0,620.0,694,694,344.95,0,14,0,1000000,3000,4
174278,174278,697112,1253,35,140,240.0,0.0,240.0,304,304,158.65714285714284,0,7,0,1000000,3000,4
174441,174441,697764,1254,163,652,1432.0,0.0,1432.0,1521,1521,743.8711656441718,0,31,0,1000000,3000,4
174474,174474,697896,1255,33,132,247.0,0.0,247.0,310,310,156.45454545454547,0,7,0,1000000,3000,4
174630,174630,698520,1256,156,624,812.0,0.0,812.0,898,898,592.9166666666666,0,18,0,1000000,3000,4
174659,174659,698636,1257,29,116,250.0,0.0,250.0,313,313,161.13793103448276,0,7,0,1000000,3000,4
174898,174898,699592,1258,239,956,1329.0,0.0,1329.0,1434,1434,686.7740585774059,0,29,0,1000000,3000,4
174980,174980,699920,1259,82,328,635.0,0.0,635.0,709,709,381.7073170731707,0,15,0,1000000,3000,4
175065,175065,700260,1260,85,340,635.0,0.0,635.0,708,708,379.84705882352944,0,15,0,1000000,3000,4
175096,175096,700384,1261,31,124,246.0,0.0,246.0,310,310,152.1290322580645,0,7,0,1000000,3000,4
175160,175160,700640,1262,64,256,608.0,0.0,608.0,678,678,329.421875,0,14,0,1000000,3000,4
175224,175224,700896,1263,64,256,612.0,0.0,612.0,682,682,334.765625,0,14,0,1000000,3000,4
175255,175255,701020,1264,31,124,249.0,0.0,249.0,312,312,147.51612903225808,0,7,0,1000000,3000,4
175287,175287,701148,1265,32,128,247.0,0.0,247.0,310,310,155.71875,0,7,0,1000000,3000,4
175322,175322,701288,1266,35,140,243.0,0.0,243.0,307,307,162.34285714285716,0,7,0,1000000,3000,4
175442,175442,701768,1267,120,480,1074.0,0.0,1074.0,1155,1155,578.9583333333334,0,24,0,1000000,3000,4
175516,175516,702064,1268,74,296,608.0,0.0,608.0,680,680,339.6081081081081,0,14,0,1000000,3000,4
175551,175551,702204,1269,35,140,252.0,0.0,252.0,316,316,147.28571428571428,0,7,0,1000000,3000,4
175685,175685,702740,1270,134,536,1043.0,0.0,1043.0,1124,1124,568.223880597015,0,23,0,1000000,3000,4
175750,175750,703000,1271,65,260,610.0,0.0,610.0,680,680,319.2153846153846,0,14,0,1000000,3000,4
175821,175821,703284,1272,71,284,607.0,0.0,607.0,679,679,318.67605633802816,0,14,0,1000000,3000,4
175892,175892,703568,1273,71,284,607.0,0.0,607.0,679,679,327.1830985915493,0,14,0,1000000,3000,4
176041,176041,704164,1274,149,596,814.0,0.0,814.0,898,898,617.6375838926175,0,18,0,1000000,3000,4
176072,176072,704288,1275,31,124,247.0,0.0,247.0,311,311,153.4516129032258,0,7,0,1000000,3000,4
176195,176195,704780,1276,123,492,732.0,0.0,732.0,814,814,491.4878048780488,0,17,0,1000000,3000,4
176224,176224,704896,1277,29,116,249.0,0.0,249.0,312,312,158.3448275862069,0,7,0,1000000,3000,4
176404,176404,705616,1278,180,720,1045.0,0.0,1045.0,1137,1137,660.0444444444445,0,23,0,1000000,3000,4
176642,176642,706568,1279,238,952,796.0,0.0,796.0,898,898,693.6638655462185,0,18,0,1000000,3000,4
176672,176672,706688,1280,30,120,250.0,0.0,250.0,313,313,156.03333333333333,0,7,0,1000000,3000,4
176754,176754,707016,1281,82,328,620.0,0.0,620.0,693,693,360.3658536585366,0,14,0,1000000,3000,4
176932,176932,707728,1282,178,712,1060.0,0.0,1060.0,1153,1153,677.6179775280899,0,24,0,1000000,3000,4
177099,177099,708396,1283,167,668,1346.0,0.0,1346.0,1437,1437,748.4850299401197,0,29,0,1000000,3000,4
177131,177131,708524,1284,32,128,245.0,0.0,245.0,307,307,160.21875,0,7,0,1000000,3000,4
177169,177169,708676,1285,38,152,237.0,0.0,237.0,302,302,158.05263157894737,0,7,0,1000000,3000,4
177379,177379,709516,1286,210,840,1333.0,0.0,1333.0,1433,1433,725.5857142857143,0,29,0,1000000,3000,4
177556,177556,710224,1287,177,708,1038.0,0.0,1038.0,1129,1129,656.9943502824859,0,23,0,1000000,3000,4
177637,177637,710548,1288,81,324,623.0,0.0,623.0,697,697,361.0617283950617,0,14,0,1000000,3000,4
177876,177876,711504,1289,239,956,1839.0,0.0,1839.0,1944,1944,1019.7196652719665,0,39,0,1000000,3000,4
178156,178156,712624,1290,280,1120,1411.0,0.0,1411.0,1524,1524,703.0428571428571,0,31,0,1000000,3000,4
178229,178229,712916,1291,73,292,653.0,0.0,653.0,722,722,383.0,0,15,0,1000000,3000,4
178370,178370,713480,1292,141,564,815.0,0.0,815.0,898,899,606.5248226950355,0,18,0,1000000,3000,4
178443,178443,713772,1293,73,292,610.0,0.0,610.0,682,682,338.54794520547944,0,14,0,1000000,3000,4
178474,178474,713896,1294,31,124,246.0,0.0,246.0,310,310,158.74193548387098,0,7,0,1000000,3000,4
178572,178572,714288,1295,98,392,607.0,0.0,607.0,684,684,391.2244897959184,0,14,0,1000000,3000,4
178651,178651,714604,1296,79,316,607.0,0.0,607.0,679,679,315.7721518987342,0,14,0,1000000,3000,4
178934,178934,715736,1297,283,1132,1907.0,0.0,1907.0,2021,2021,981.5335689045936,0,41,0,1000000,3000,4
178965,178965,715860,1298,31,124,245.0,0.0,245.0,308,308,162.3548387096774,0,7,0,1000000,3000,4
179001,179001,716004,1299,36,144,228.0,0.0,228.0,292,292,173.13888888888889,0,6,0,1000000,3000,4
179203,179203,716812,1300,202,808,1029.0,0.0,1029.0,1124,1124,647.8118811881188,0,23,0,1000000,3000,4
179349,179349,717396,1301,146,584,638.0,0.0,638.0,722,724,509.45205479452056,0,15,0,1000000,3000,4
179441,179441,717764,1302,92,368,592.0,0.0,592.0,667,667,422.7391304347826,0,14,0,1000000,3000,4
179524,179524,718096,1303,83,332,628.0,0.0,628.0,701,701,369.56626506024094,0,15,0,1000000,3000,4
179604,179604,718416,1304,80,320,608.0,0.0,608.0,681,681,327.225,0,14,0,1000000,3000,4
179778,179778,719112,1305,174,696,1157.0,0.0,1157.0,1247,1247,612.3103448275862,0,25,0,1000000,3000,4
180002,180002,720008,1306,224,896,1027.0,0.0,1027.0,1127,1127,616.59375,0,23,0,1000000,3000,4
180038,180038,720152,1307,36,144,243.0,0.0,243.0,307,307,153.97222222222223,0,7,0,1000000,3000,4
180075,180075,720300,1308,37,148,241.0,0.0,241.0,305,305,154.43243243243242,0,7,0,1000000,3000,4
180173,180173,720692,1309,98,392,622.0,0.0,622.0,699,699,362.265306122449,0,14,0,1000000,3000,4
180202,180202,720808,1310,29,116,250.0,0.0,250.0,312,312,157.10344827586206,0,7,0,1000000,3000,4
180375,180375,721500,1311,173,692,1035.0,0.0,1035.0,1125,1125,637.8034682080925,0,23,0,1000000,3000,4
180448,180448,721792,1312,73,292,618.0,0.0,618.0,690,690,343.32876712328766,0,14,0,1000000,3000,4
180524,180524,722096,1313,76,304,615.0,0.0,615.0,688,688,338.85526315789474,0,14,0,1000000,3000,4
180705,180705,722820,1314,181,724,1140.0,0.0,1140.0,1232,1232,629.4751381215469,0,25,0,1000000,3000,4
180809,180809,723236,1315,104,416,594.0,0.0,594.0,672,672,409.9519230769231,0,14,0,1000000,3000,4
180935,180935,723740,1316,126,504,1048.0,0.0,1048.0,1130,1130,587.4603174603175,0,23,0,1000000,3000,4
181134,181134,724536,1317,199,796,1043.0,0.0,1043.0,1138,1138,593.0854271356784,0,23,0,1000000,3000,4
181238,181238,724952,1318,104,416,611.0,0.0,611.0,688,688,394.625,0,14,0,1000000,3000,4
181620,181620,726480,1319,382,1528,1826.0,0.0,1826.0,1960,1960,895.151832460733,0,40,0,1000000,3000,4
181788,181788,727152,1320,168,672,1340.0,0.0,1340.0,1431,1431,736.1666666666666,0,29,0,1000000,3000,4
181958,181958,727832,1321,170,680,744.0,0.0,744.0,835,835,554.7823529411764,0,17,0,1000000,3000,4
182139,182139,728556,1322,181,724,1325.0,0.0,1325.0,1417,1417,747.414364640884,0,29,0,1000000,3000,4
182266,182266,729064,1323,127,508,601.0,0.0,601.0,682,682,386.23622047244095,0,14,0,1000000,3000,4
182302,182302,729208,1324,36,144,243.0,0.0,243.0,307,307,162.05555555555554,0,7,0,1000000,3000,4
182392,182392,729568,1325,90,360,605.0,0.0,605.0,681,681,332.2888888888889,0,14,0,1000000,3000,4
182589,182589,730356,1326,197,788,1036.0,0.0,1036.0,1131,1131,671.6497461928934,0,23,0,1000000,3000,4
182626,182626,730504,1327,37,148,239.0,0.0,239.0,304,304,154.21621621621622,0,7,0,1000000,3000,4
182827,182827,731308,1328,201,804,1148.0,0.0,1148.0,1244,1244,579.2636815920398,0,25,0,1000000,3000,4
182864,182864,731456,1329,37,148,239.0,0.0,239.0,302,302,159.27027027027026,0,7,0,1000000,3000,4
182976,182976,731904,1330,112,448,622.0,0.0,622.0,702,702,369.4017857142857,0,15,0,1000000,3000,4
183175,183175,732700,1331,199,796,1698.0,0.0,1698.0,1795,1795,862.035175879397,0,36,0,1000000,3000,4
183207,183207,732828,1332,32,128,244.0,0.0,244.0,308,308,155.03125,0,7,0,1000000,3000,4
183476,183476,733904,1333,269,1076,1304.0,0.0,1304.0,1413,1413,728.7100371747212,0,29,0,1000000,3000,4
183521,183521,734084,1334,45,180,220.0,0.0,220.0,287,287,162.0888888888889,0,6,0,1000000,3000,4
183695,183695,734780,1335,174,696,597.0,0.0,597.0,688,688,434.82758620689657,0,14,0,1000000,3000,4
183868,183868,735472,1336,173,692,747.0,0.0,747.0,839,839,526.3236994219653,0,17,0,1000000,3000,4
183901,183901,735604,1337,33,132,250.0,0.0,250.0,313,313,150.6969696969697,0,7,0,1000000,3000,4
184196,184196,736784,1338,295,1180,785.0,0.0,785.0,898,898,643.4237288135594,0,18,0,1000000,3000,4
184234,184234,736936,1339,38,152,237.0,0.0,237.0,301,301,154.76315789473685,0,7,0,1000000,3000,4
184348,184348,737392,1340,114,456,618.0,0.0,618.0,698,698,373.2719298245614,0,14,0,1000000,3000,4
184484,184484,737936,1341,136,544,748.0,0.0,748.0,832,832,491.02941176470586,0,17,0,1000000,3000,4
184571,184571,738284,1342,87,348,615.0,0.0,615.0,689,689,391.2988505747126,0,14,0,1000000,3000,4
184840,184840,739360,1343,269,1076,790.0,0.0,790.0,898,899,646.6914498141264,0,18,0,1000000,3000,4
