global_step,global_decision_step,approx_global_env_frame_step,episode,episode_decision_steps,episode_approx_env_frame_steps,episode_ext_reward,episode_int_reward,episode_total_reward,episode_final_x_pos,episode_max_x_pos,episode_mean_x_pos,episode_flag_get,visited_bins,episode_timeout,train_total_timesteps,train_max_episode_steps,frame_skip
204972,204972,819888,1557,75,300,611.0,0.0,611.0,684,684,347.6533333333333,0,14,0,1000000,3000,4
205061,205061,820244,1558,89,356,632.0,0.0,632.0,707,707,383.85393258426967,0,15,0,1000000,3000,4
205361,205361,821444,1559,300,1200,1836.0,0.0,1836.0,1954,1954,914.5266666666666,0,40,0,1000000,3000,4
205538,205538,822152,1560,177,708,770.0,0.0,770.0,863,863,547.819209039548,0,18,0,1000000,3000,4
205571,205571,822284,1561,33,132,247.0,0.0,247.0,311,311,149.3939393939394,0,7,0,1000000,3000,4
205667,205667,822668,1562,96,384,627.0,0.0,627.0,704,704,356.1875,0,15,0,1000000,3000,4
205701,205701,822804,1563,34,136,240.0,0.0,240.0,304,304,160.2058823529412,0,7,0,1000000,3000,4
205881,205881,823524,1564,180,720,1332.0,0.0,1332.0,1424,1424,740.7333333333333,0,29,0,1000000,3000,4
205982,205982,823928,1565,101,404,615.0,0.0,615.0,693,693,395.91089108910893,0,14,0,1000000,3000,4
206018,206018,824072,1566,36,144,235.0,0.0,235.0,299,299,169.30555555555554,0,6,0,1000000,3000,4
206165,206165,824660,1567,147,588,712.0,0.0,712.0,798,798,498.91156462585036,0,16,0,1000000,3000,4
206204,206204,824816,1568,39,156,238.0,0.0,238.0,302,302,149.53846153846155,0,7,0,1000000,3000,4
206300,206300,825200,1569,96,384,613.0,0.0,613.0,689,689,381.5104166666667,0,14,0,1000000,3000,4
206450,206450,825800,1570,150,600,1040.0,0.0,1040.0,1125,1125,586.82,0,23,0,1000000,3000,4
206571,206571,826284,1571,121,484,625.0,0.0,625.0,707,707,360.73553719008265,0,15,0,1000000,3000,4
206684,206684,826736,1572,113,452,609.0,0.0,609.0,689,689,386.46017699115043,0,14,0,1000000,3000,4
206890,206890,827560,1573,206,824,1032.0,0.0,1032.0,1129,1129,641.0291262135922,0,23,0,1000000,3000,4
207091,207091,828364,1574,201,804,1033.0,0.0,1033.0,1130,1130,588.1741293532339,0,23,0,1000000,3000,4
207197,207197,828788,1575,106,424,600.0,0.0,600.0,677,677,402.811320754717,0,14,0,1000000,3000,4
207352,207352,829408,1576,155,620,1042.0,0.0,1042.0,1128,1128,599.2903225806451,0,23,0,1000000,3000,4
207385,207385,829540,1577,33,132,248.0,0.0,248.0,312,312,155.12121212121212,0,7,0,1000000,3000,4
207422,207422,829688,1578,37,148,241.0,0.0,241.0,305,305,157.21621621621622,0,7,0,1000000,3000,4
207515,207515,830060,1579,93,372,626.0,0.0,626.0,700,700,372.741935483871,0,15,0,1000000,3000,4
207740,207740,830960,1580,225,900,1421.0,0.0,1421.0,1524,1524,783.2311111111111,0,31,0,1000000,3000,4
208021,208021,832084,1581,281,1124,1297.0,0.0,1297.0,1410,1410,752.8861209964413,0,29,0,1000000,3000,4
208165,208165,832660,1582,144,576,771.0,0.0,771.0,856,856,513.3472222222222,0,18,0,1000000,3000,4
208356,208356,833424,1583,191,764,1426.0,0.0,1426.0,1522,1522,727.2774869109948,0,31,0,1000000,3000,4
208464,208464,833856,1584,108,432,627.0,0.0,627.0,705,705,349.18518518518516,0,15,0,1000000,3000,4
208508,208508,834032,1585,44,176,230.0,0.0,230.0,294,294,152.79545454545453,0,6,0,1000000,3000,4
208676,208676,834704,1586,168,672,1038.0,0.0,1038.0,1127,1127,553.4047619047619,0,23,0,1000000,3000,4
208719,208719,834876,1587,43,172,237.0,0.0,237.0,302,302,141.06976744186048,0,7,0,1000000,3000,4
208832,208832,835328,1588,113,452,604.0,0.0,604.0,684,684,367.1061946902655,0,14,0,1000000,3000,4
209071,209071,836284,1589,239,956,1022.0,0.0,1022.0,1124,1124,621.7322175732218,0,23,0,1000000,3000,4
209200,209200,836800,1590,129,516,604.0,0.0,604.0,687,687,390.25581395348837,0,14,0,1000000,3000,4
209247,209247,836988,1591,47,188,218.0,0.0,218.0,284,284,161.14893617021278,0,6,0,1000000,3000,4
209351,209351,837404,1592,104,416,630.0,0.0,630.0,707,707,354.61538461538464,0,15,0,1000000,3000,4
209398,209398,837592,1593,47,188,220.0,0.0,220.0,286,286,164.0212765957447,0,6,0,1000000,3000,4
209434,209434,837736,1594,36,144,239.0,0.0,239.0,303,303,163.94444444444446,0,7,0,1000000,3000,4
209474,209474,837896,1595,40,160,238.0,0.0,238.0,304,304,144.45,0,7,0,1000000,3000,4
209513,209513,838052,1596,39,156,237.0,0.0,237.0,302,302,149.89743589743588,0,7,0,1000000,3000,4
209550,209550,838200,1597,37,148,242.0,0.0,242.0,307,307,158.83783783783784,0,7,0,1000000,3000,4
209591,209591,838364,1598,41,164,234.0,0.0,234.0,299,299,155.21951219512195,0,6,0,1000000,3000,4
209816,209816,839264,1599,225,900,1558.0,0.0,1558.0,1659,1659,819.7955555555556,0,34,0,1000000,3000,4
209858,209858,839432,1600,42,168,243.0,0.0,243.0,309,309,146.35714285714286,0,7,0,1000000,3000,4
210005,210005,840020,1601,147,588,604.0,0.0,604.0,690,690,343.82312925170066,0,14,0,1000000,3000,4
210040,210040,840160,1602,35,140,245.0,0.0,245.0,307,307,159.37142857142857,0,7,0,1000000,3000,4
210262,210262,841048,1603,222,888,1314.0,0.0,1314.0,1413,1413,697.1306306306307,0,29,0,1000000,3000,4
210307,210307,841228,1604,45,180,227.0,0.0,227.0,292,292,156.77777777777777,0,6,0,1000000,3000,4
210444,210444,841776,1605,137,548,595.0,0.0,595.0,678,678,370.2554744525547,0,14,0,1000000,3000,4
210542,210542,842168,1606,98,392,617.0,0.0,617.0,692,692,356.9591836734694,0,14,0,1000000,3000,4
210584,210584,842336,1607,42,168,233.0,0.0,233.0,297,297,151.88095238095238,0,6,0,1000000,3000,4
210619,210619,842476,1608,35,140,240.0,0.0,240.0,303,303,160.94285714285715,0,7,0,1000000,3000,4
210649,210649,842596,1609,30,120,248.0,0.0,248.0,312,312,151.96666666666667,0,7,0,1000000,3000,4
210684,210684,842736,1610,35,140,247.0,0.0,247.0,311,311,152.11428571428573,0,7,0,1000000,3000,4
210724,210724,842896,1611,40,160,221.0,0.0,221.0,286,286,159.3,0,6,0,1000000,3000,4
210840,210840,843360,1612,116,464,625.0,0.0,625.0,705,705,366.2586206896552,0,15,0,1000000,3000,4
210934,210934,843736,1613,94,376,615.0,0.0,615.0,689,689,393.24468085106383,0,14,0,1000000,3000,4
211114,211114,844456,1614,180,720,1318.0,0.0,1318.0,1410,1410,686.8666666666667,0,29,0,1000000,3000,4
211153,211153,844612,1615,39,156,237.0,0.0,237.0,302,302,150.64102564102564,0,7,0,1000000,3000,4
211399,211399,845596,1616,246,984,1410.0,0.0,1410.0,1516,1516,717.260162601626,0,31,0,1000000,3000,4
211466,211466,845864,1617,67,268,611.0,0.0,611.0,681,681,317.5970149253731,0,14,0,1000000,3000,4
211550,211550,846200,1618,84,336,606.0,0.0,606.0,680,680,308.5952380952381,0,14,0,1000000,3000,4
211787,211787,847148,1619,237,948,1026.0,0.0,1026.0,1129,1129,615.6666666666666,0,23,0,1000000,3000,4
211864,211864,847456,1620,77,308,614.0,0.0,614.0,686,686,312.35064935064935,0,14,0,1000000,3000,4
212074,212074,848296,1621,210,840,1318.0,0.0,1318.0,1416,1416,737.1285714285714,0,29,0,1000000,3000,4
212163,212163,848652,1622,89,356,606.0,0.0,606.0,681,681,328.0,0,14,0,1000000,3000,4
212200,212200,848800,1623,37,148,239.0,0.0,239.0,304,304,156.72972972972974,0,7,0,1000000,3000,4
212241,212241,848964,1624,41,164,240.0,0.0,240.0,306,306,143.53658536585365,0,7,0,1000000,3000,4
212274,212274,849096,1625,33,132,242.0,0.0,242.0,306,306,161.87878787878788,0,7,0,1000000,3000,4
212312,212312,849248,1626,38,152,241.0,0.0,241.0,305,305,152.92105263157896,0,7,0,1000000,3000,4
212432,212432,849728,1627,120,480,592.0,0.0,592.0,673,673,395.575,0,14,0,1000000,3000,4
212681,212681,850724,1628,249,996,1679.0,0.0,1679.0,1784,1784,885.144578313253,0,36,0,1000000,3000,4
212885,212885,851540,1629,204,816,734.0,0.0,734.0,830,830,552.0392156862745,0,17,0,1000000,3000,4
213136,213136,852544,1630,251,1004,1159.0,0.0,1159.0,1265,1265,702.1035856573706,0,26,0,1000000,3000,4
213310,213310,853240,1631,174,696,1318.0,0.0,1318.0,1408,1408,718.5459770114943,0,29,0,1000000,3000,4
213529,213529,854116,1632,219,876,1315.0,0.0,1315.0,1413,1413,730.1506849315068,0,29,0,1000000,3000,4
213634,213634,854536,1633,105,420,631.0,0.0,631.0,707,707,369.9904761904762,0,15,0,1000000,3000,4
213842,213842,855368,1634,208,832,1127.0,0.0,1127.0,1223,1223,668.7692307692307,0,25,0,1000000,3000,4
214118,214118,856472,1635,276,1104,1671.0,0.0,1671.0,1783,1783,902.945652173913,0,36,0,1000000,3000,4
214384,214384,857536,1636,266,1064,1307.0,0.0,1307.0,1416,1416,720.1015037593985,0,29,0,1000000,3000,4
214563,214563,858252,1637,179,716,1045.0,0.0,1045.0,1137,1137,623.5307262569833,0,23,0,1000000,3000,4
214600,214600,858400,1638,37,148,236.0,0.0,236.0,299,299,158.1081081081081,0,6,0,1000000,3000,4
214639,214639,858556,1639,39,156,236.0,0.0,236.0,301,301,157.12820512820514,0,7,0,1000000,3000,4
214739,214739,858956,1640,100,400,622.0,0.0,622.0,698,698,383.64,0,14,0,1000000,3000,4
214940,214940,859760,1641,201,804,1041.0,0.0,1041.0,1138,1138,583.7313432835821,0,23,0,1000000,3000,4
215168,215168,860672,1642,228,912,1318.0,0.0,1318.0,1421,1421,689.4912280701755,0,29,0,1000000,3000,4
215438,215438,861752,1643,270,1080,1390.0,0.0,1390.0,1500,1500,728.1296296296297,0,31,0,1000000,3000,4
215480,215480,861920,1644,42,168,226.0,0.0,226.0,291,291,163.85714285714286,0,6,0,1000000,3000,4
215521,215521,862084,1645,41,164,231.0,0.0,231.0,295,295,161.9512195121951,0,6,0,1000000,3000,4
215564,215564,862256,1646,43,172,230.0,0.0,230.0,295,295,154.04651162790697,0,6,0,1000000,3000,4
215654,215654,862616,1647,90,360,615.0,0.0,615.0,688,688,381.3777777777778,0,14,0,1000000,3000,4
215914,215914,863656,1648,260,1040,1312.0,0.0,1312.0,1421,1421,709.0,0,29,0,1000000,3000,4
216137,216137,864548,1649,223,892,1314.0,0.0,1314.0,1413,1413,703.7533632286995,0,29,0,1000000,3000,4
216183,216183,864732,1650,46,184,219.0,0.0,219.0,284,284,170.17391304347825,0,6,0,1000000,3000,4
216222,216222,864888,1651,39,156,240.0,0.0,240.0,304,304,151.48717948717947,0,7,0,1000000,3000,4
216306,216306,865224,1652,84,336,629.0,0.0,629.0,702,702,357.45238095238096,0,15,0,1000000,3000,4
216348,216348,865392,1653,42,168,230.0,0.0,230.0,295,295,154.5952380952381,0,6,0,1000000,3000,4
216390,216390,865560,1654,42,168,230.0,0.0,230.0,294,294,157.0952380952381,0,6,0,1000000,3000,4
216428,216428,865712,1655,38,152,240.0,0.0,240.0,304,304,155.97368421052633,0,7,0,1000000,3000,4
216467,216467,865868,1656,39,156,231.0,0.0,231.0,295,295,161.43589743589743,0,6,0,1000000,3000,4
216505,216505,866020,1657,38,152,232.0,0.0,232.0,296,296,165.76315789473685,0,6,0,1000000,3000,4
216540,216540,866160,1658,35,140,243.0,0.0,243.0,306,306,162.88571428571427,0,7,0,1000000,3000,4
216648,216648,866592,1659,108,432,618.0,0.0,618.0,695,695,348.6388888888889,0,14,0,1000000,3000,4
216854,216854,867416,1660,206,824,1331.0,0.0,1331.0,1430,1430,692.5679611650486,0,29,0,1000000,3000,4
216984,216984,867936,1661,130,520,1052.0,0.0,1052.0,1134,1134,593.0615384615385,0,23,0,1000000,3000,4
217063,217063,868252,1662,79,316,619.0,0.0,619.0,692,692,332.253164556962,0,14,0,1000000,3000,4
217184,217184,868736,1663,121,484,621.0,0.0,621.0,702,702,387.6115702479339,0,15,0,1000000,3000,4
217224,217224,868896,1664,40,160,233.0,0.0,233.0,297,297,164.55,0,6,0,1000000,3000,4
217512,217512,870048,1665,288,1152,1025.0,0.0,1025.0,1138,1138,710.0208333333334,0,23,0,1000000,3000,4
217612,217612,870448,1666,100,400,610.0,0.0,610.0,687,687,333.82,0,14,0,1000000,3000,4
217649,217649,870596,1667,37,148,244.0,0.0,244.0,309,309,152.02702702702703,0,7,0,1000000,3000,4
217853,217853,871412,1668,204,816,1340.0,0.0,1340.0,1438,1438,723.5539215686274,0,29,0,1000000,3000,4
218015,218015,872060,1669,162,648,1151.0,0.0,1151.0,1241,1241,658.4691358024692,0,25,0,1000000,3000,4
218100,218100,872400,1670,85,340,626.0,0.0,626.0,701,701,352.6941176470588,0,15,0,1000000,3000,4
218184,218184,872736,1671,84,336,635.0,0.0,635.0,709,709,389.04761904761904,0,15,0,1000000,3000,4
218343,218343,873372,1672,159,636,770.0,0.0,770.0,857,857,522.8301886792453,0,18,0,1000000,3000,4
218435,218435,873740,1673,92,368,605.0,0.0,605.0,681,681,337.19565217391306,0,14,0,1000000,3000,4
218520,218520,874080,1674,85,340,624.0,0.0,624.0,696,696,393.22352941176473,0,14,0,1000000,3000,4
218643,218643,874572,1675,123,492,773.0,0.0,773.0,854,854,526.1219512195122,0,18,0,1000000,3000,4
218675,218675,874700,1676,32,128,249.0,0.0,249.0,312,312,152.75,0,7,0,1000000,3000,4
218849,218849,875396,1677,174,696,1036.0,0.0,1036.0,1126,1126,652.7068965517242,0,23,0,1000000,3000,4
218942,218942,875768,1678,93,372,604.0,0.0,604.0,680,680,412.73118279569894,0,14,0,1000000,3000,4
219098,219098,876392,1679,156,624,750.0,0.0,750.0,838,838,527.1025641025641,0,17,0,1000000,3000,4
219249,219249,876996,1680,151,604,1339.0,0.0,1339.0,1427,1427,704.1125827814569,0,29,0,1000000,3000,4
219288,219288,877152,1681,39,156,229.0,0.0,229.0,293,293,166.3846153846154,0,6,0,1000000,3000,4
219326,219326,877304,1682,38,152,230.0,0.0,230.0,294,294,171.71052631578948,0,6,0,1000000,3000,4
219471,219471,877884,1683,145,580,1045.0,0.0,1045.0,1129,1129,604.7724137931034,0,23,0,1000000,3000,4
219577,219577,878308,1684,106,424,613.0,0.0,613.0,691,691,392.57547169811323,0,14,0,1000000,3000,4
219715,219715,878860,1685,138,552,1046.0,0.0,1046.0,1129,1129,612.0869565217391,0,23,0,1000000,3000,4
219749,219749,878996,1686,34,136,247.0,0.0,247.0,310,310,158.44117647058823,0,7,0,1000000,3000,4
219785,219785,879140,1687,36,144,233.0,0.0,233.0,296,296,165.77777777777777,0,6,0,1000000,3000,4
219870,219870,879480,1688,85,340,632.0,0.0,632.0,705,705,384.8588235294118,0,15,0,1000000,3000,4
219958,219958,879832,1689,88,352,611.0,0.0,611.0,685,685,352.6136363636364,0,14,0,1000000,3000,4
219997,219997,879988,1690,39,156,237.0,0.0,237.0,302,302,152.2051282051282,0,7,0,1000000,3000,4
220080,220080,880320,1691,83,332,623.0,0.0,623.0,697,697,401.71084337349396,0,14,0,1000000,3000,4
220169,220169,880676,1692,89,356,635.0,0.0,635.0,710,710,388.92134831460675,0,15,0,1000000,3000,4
220492,220492,881968,1693,323,1292,1539.0,0.0,1539.0,1660,1660,840.8513931888544,0,34,0,1000000,3000,4
220643,220643,882572,1694,151,604,637.0,0.0,637.0,722,724,486.7615894039735,0,15,0,1000000,3000,4
220778,220778,883112,1695,135,540,640.0,0.0,640.0,722,723,530.6,0,15,0,1000000,3000,4
220871,220871,883484,1696,93,372,634.0,0.0,634.0,710,710,369.9462365591398,0,15,0,1000000,3000,4
220900,220900,883600,1697,29,116,247.0,0.0,247.0,309,309,159.58620689655172,0,7,0,1000000,3000,4
221099,221099,884396,1698,199,796,1032.0,0.0,1032.0,1126,1126,691.9396984924623,0,23,0,1000000,3000,4
221137,221137,884548,1699,38,152,229.0,0.0,229.0,293,293,170.10526315789474,0,6,0,1000000,3000,4
221230,221230,884920,1700,93,372,623.0,0.0,623.0,699,699,373.9032258064516,0,14,0,1000000,3000,4
221326,221326,885304,1701,96,384,631.0,0.0,631.0,707,707,359.1041666666667,0,15,0,1000000,3000,4
221429,221429,885716,1702,103,412,625.0,0.0,625.0,703,703,379.50485436893206,0,15,0,1000000,3000,4
221466,221466,885864,1703,37,148,241.0,0.0,241.0,305,305,145.35135135135135,0,7,0,1000000,3000,4
221503,221503,886012,1704,37,148,235.0,0.0,235.0,299,299,162.45945945945945,0,6,0,1000000,3000,4
221540,221540,886160,1705,37,148,236.0,0.0,236.0,301,301,154.67567567567568,0,7,0,1000000,3000,4
221763,221763,887052,1706,223,892,799.0,0.0,799.0,898,900,617.3856502242153,0,19,0,1000000,3000,4
221797,221797,887188,1707,34,136,242.0,0.0,242.0,305,305,159.14705882352942,0,7,0,1000000,3000,4
222087,222087,888348,1708,290,1160,1294.0,0.0,1294.0,1408,1408,745.1448275862069,0,29,0,1000000,3000,4
222297,222297,889188,1709,210,840,1427.0,0.0,1427.0,1526,1526,762.8952380952381,0,31,0,1000000,3000,4
222329,222329,889316,1710,32,128,250.0,0.0,250.0,313,313,157.90625,0,7,0,1000000,3000,4
222536,222536,890144,1711,207,828,1311.0,0.0,1311.0,1408,1408,674.9855072463768,0,29,0,1000000,3000,4
222695,222695,890780,1712,159,636,621.0,0.0,621.0,709,709,456.3647798742138,0,15,0,1000000,3000,4
223193,223193,892772,1713,498,1992,1266.0,0.0,1266.0,1423,1423,779.4598393574297,0,29,0,1000000,3000,4
223228,223228,892912,1714,35,140,247.0,0.0,247.0,311,311,152.54285714285714,0,7,0,1000000,3000,4
223262,223262,893048,1715,34,136,243.0,0.0,243.0,306,306,158.1764705882353,0,7,0,1000000,3000,4
223930,223930,895720,1716,668,2672,2282.0,0.0,2282.0,2471,2471,1398.3952095808384,0,50,0,1000000,3000,4
224151,224151,896604,1717,221,884,1335.0,0.0,1335.0,1437,1437,701.0814479638009,0,29,0,1000000,3000,4
224365,224365,897460,1718,214,856,698.0,0.0,698.0,796,796,566.4345794392524,0,16,0,1000000,3000,4
224457,224457,897828,1719,92,368,600.0,0.0,600.0,675,675,414.0326086956522,0,14,0,1000000,3000,4
224554,224554,898216,1720,97,388,602.0,0.0,602.0,678,678,407.1340206185567,0,14,0,1000000,3000,4
224592,224592,898368,1721,38,152,235.0,0.0,235.0,299,299,161.23684210526315,0,6,0,1000000,3000,4
224782,224782,899128,1722,190,760,1035.0,0.0,1035.0,1129,1129,678.1947368421053,0,23,0,1000000,3000,4
224822,224822,899288,1723,40,160,239.0,0.0,239.0,303,303,152.575,0,7,0,1000000,3000,4
224974,224974,899896,1724,152,608,813.0,0.0,813.0,898,898,545.6644736842105,0,18,0,1000000,3000,4
225202,225202,900808,1725,228,912,1314.0,0.0,1314.0,1414,1414,668.9035087719299,0,29,0,1000000,3000,4
225239,225239,900956,1726,37,148,249.0,0.0,249.0,314,314,146.94594594594594,0,7,0,1000000,3000,4
225279,225279,901116,1727,40,160,250.0,0.0,250.0,314,314,136.025,0,7,0,1000000,3000,4
225316,225316,901264,1728,37,148,245.0,0.0,245.0,309,309,152.67567567567568,0,7,0,1000000,3000,4
225350,225350,901400,1729,34,136,250.0,0.0,250.0,314,314,156.44117647058823,0,7,0,1000000,3000,4
225390,225390,901560,1730,40,160,242.0,0.0,242.0,307,307,142.375,0,7,0,1000000,3000,4
225613,225613,902452,1731,223,892,1313.0,0.0,1313.0,1413,1413,692.5874439461884,0,29,0,1000000,3000,4
225671,225671,902684,1732,58,232,216.0,0.0,216.0,283,283,143.18965517241378,0,6,0,1000000,3000,4
225713,225713,902852,1733,42,168,238.0,0.0,238.0,303,303,142.02380952380952,0,7,0,1000000,3000,4
225751,225751,903004,1734,38,152,244.0,0.0,244.0,309,309,152.1578947368421,0,7,0,1000000,3000,4
225844,225844,903376,1735,93,372,590.0,0.0,590.0,665,665,424.2043010752688,0,14,0,1000000,3000,4
225977,225977,903908,1736,133,532,1045.0,0.0,1045.0,1127,1127,543.8496240601504,0,23,0,1000000,3000,4
226130,226130,904520,1737,153,612,1064.0,0.0,1064.0,1152,1152,574.2875816993464,0,24,0,1000000,3000,4
226346,226346,905384,1738,216,864,1318.0,0.0,1318.0,1418,1418,747.9907407407408,0,29,0,1000000,3000,4
226377,226377,905508,1739,31,124,251.0,0.0,251.0,315,315,148.51612903225808,0,7,0,1000000,3000,4
226411,226411,905644,1740,34,136,247.0,0.0,247.0,311,311,148.7058823529412,0,7,0,1000000,3000,4
226551,226551,906204,1741,140,560,717.0,0.0,717.0,800,800,485.8071428571429,0,17,0,1000000,3000,4
226704,226704,906816,1742,153,612,738.0,0.0,738.0,825,825,572.9150326797386,0,17,0,1000000,3000,4
226810,226810,907240,1743,106,424,601.0,0.0,601.0,679,679,396.9056603773585,0,14,0,1000000,3000,4
226840,226840,907360,1744,30,120,248.0,0.0,248.0,312,312,152.96666666666667,0,7,0,1000000,3000,4
226984,226984,907936,1745,144,576,639.0,0.0,639.0,722,722,507.0,0,15,0,1000000,3000,4
227014,227014,908056,1746,30,120,251.0,0.0,251.0,314,314,158.03333333333333,0,7,0,1000000,3000,4
227157,227157,908628,1747,143,572,815.0,0.0,815.0,898,898,613.5804195804196,0,18,0,1000000,3000,4
227273,227273,909092,1748,116,464,587.0,0.0,587.0,667,667,407.36206896551727,0,14,0,1000000,3000,4
227590,227590,910360,1749,317,1268,1313.0,0.0,1313.0,1434,1434,705.198738170347,0,29,0,1000000,3000,4
227749,227749,910996,1750,159,636,790.0,0.0,790.0,879,879,545.0062893081761,0,18,0,1000000,3000,4
227852,227852,911408,1751,103,412,603.0,0.0,603.0,680,680,387.1747572815534,0,14,0,1000000,3000,4
228023,228023,912092,1752,171,684,1329.0,0.0,1329.0,1421,1421,662.4912280701755,0,29,0,1000000,3000,4
228144,228144,912576,1753,121,484,618.0,0.0,618.0,700,700,381.1818181818182,0,15,0,1000000,3000,4
228250,228250,913000,1754,106,424,633.0,0.0,633.0,710,710,376.47169811320754,0,15,0,1000000,3000,4
228766,228766,915064,1755,516,2064,1615.0,0.0,1615.0,1774,1774,811.1531007751938,0,36,0,1000000,3000,4
228807,228807,915228,1756,41,164,229.0,0.0,229.0,295,295,157.3658536585366,0,6,0,1000000,3000,4
228914,228914,915656,1757,107,428,611.0,0.0,611.0,689,689,371.8317757009346,0,14,0,1000000,3000,4
229070,229070,916280,1758,156,624,636.0,0.0,636.0,722,723,494.95512820512823,0,15,0,1000000,3000,4
229173,229173,916692,1759,103,412,627.0,0.0,627.0,705,705,336.68932038834953,0,15,0,1000000,3000,4
229355,229355,917420,1760,182,728,807.0,0.0,807.0,898,898,557.2527472527472,0,18,0,1000000,3000,4
229391,229391,917564,1761,36,144,245.0,0.0,245.0,309,309,153.05555555555554,0,7,0,1000000,3000,4
229426,229426,917704,1762,35,140,246.0,0.0,246.0,311,311,144.22857142857143,0,7,0,1000000,3000,4
229598,229598,918392,1763,172,688,809.0,0.0,809.0,898,898,557.2848837209302,0,18,0,1000000,3000,4
229832,229832,919328,1764,234,936,1134.0,0.0,1134.0,1238,1238,634.2222222222222,0,25,0,1000000,3000,4
229866,229866,919464,1765,34,136,247.0,0.0,247.0,310,310,150.2941176470588,0,7,0,1000000,3000,4
230063,230063,920252,1766,197,788,1029.0,0.0,1029.0,1124,1124,582.5786802030457,0,23,0,1000000,3000,4
230136,230136,920544,1767,73,292,628.0,0.0,628.0,700,700,363.2191780821918,0,15,0,1000000,3000,4
230167,230167,920668,1768,31,124,246.0,0.0,246.0,310,310,150.0,0,7,0,1000000,3000,4
230339,230339,921356,1769,172,688,1039.0,0.0,1039.0,1129,1129,604.1104651162791,0,23,0,1000000,3000,4
230371,230371,921484,1770,32,128,242.0,0.0,242.0,305,305,166.15625,0,7,0,1000000,3000,4
230505,230505,922020,1771,134,536,752.0,0.0,752.0,836,836,505.9179104477612,0,17,0,1000000,3000,4
230609,230609,922436,1772,104,416,628.0,0.0,628.0,705,705,388.11538461538464,0,15,0,1000000,3000,4
230685,230685,922740,1773,76,304,624.0,0.0,624.0,697,697,356.86842105263156,0,14,0,1000000,3000,4
230723,230723,922892,1774,38,152,233.0,0.0,233.0,297,297,158.55263157894737,0,6,0,1000000,3000,4
230795,230795,923180,1775,72,288,629.0,0.0,629.0,701,701,364.875,0,15,0,1000000,3000,4
230972,230972,923888,1776,177,708,1437.0,0.0,1437.0,1529,1529,782.0169491525423,0,31,0,1000000,3000,4
231100,231100,924400,1777,128,512,757.0,0.0,757.0,839,839,523.125,0,17,0,1000000,3000,4
231180,231180,924720,1778,80,320,626.0,0.0,626.0,698,698,398.8625,0,14,0,1000000,3000,4
231276,231276,925104,1779,96,384,631.0,0.0,631.0,708,708,381.53125,0,15,0,1000000,3000,4
231305,231305,925220,1780,29,116,249.0,0.0,249.0,312,312,153.9655172413793,0,7,0,1000000,3000,4
231336,231336,925344,1781,31,124,247.0,0.0,247.0,311,311,158.80645161290323,0,7,0,1000000,3000,4
231371,231371,925484,1782,35,140,247.0,0.0,247.0,311,311,146.77142857142857,0,7,0,1000000,3000,4
231551,231551,926204,1783,180,720,1039.0,0.0,1039.0,1130,1130,653.1944444444445,0,23,0,1000000,3000,4
231680,231680,926720,1784,129,516,1159.0,0.0,1159.0,1242,1242,593.2170542635658,0,25,0,1000000,3000,4
231714,231714,926856,1785,34,136,240.0,0.0,240.0,304,304,159.08823529411765,0,7,0,1000000,3000,4
231808,231808,927232,1786,94,376,627.0,0.0,627.0,703,703,371.43617021276594,0,15,0,1000000,3000,4
232013,232013,928052,1787,205,820,1032.0,0.0,1032.0,1128,1128,711.3463414634147,0,23,0,1000000,3000,4
232084,232084,928336,1788,71,284,653.0,0.0,653.0,722,722,392.07042253521126,0,15,0,1000000,3000,4
232148,232148,928592,1789,64,256,614.0,0.0,614.0,683,683,337.734375,0,14,0,1000000,3000,4
232181,232181,928724,1790,33,132,243.0,0.0,243.0,307,307,162.6969696969697,0,7,0,1000000,3000,4
232377,232377,929508,1791,196,784,1422.0,0.0,1422.0,1519,1519,729.8928571428571,0,31,0,1000000,3000,4
232543,232543,930172,1792,166,664,737.0,0.0,737.0,826,826,504.6566265060241,0,17,0,1000000,3000,4
232794,232794,931176,1793,251,1004,1412.0,0.0,1412.0,1519,1519,762.7011952191235,0,31,0,1000000,3000,4
232824,232824,931296,1794,30,120,246.0,0.0,246.0,308,308,163.8,0,7,0,1000000,3000,4
232906,232906,931624,1795,82,328,632.0,0.0,632.0,705,705,387.0609756097561,0,15,0,1000000,3000,4
232984,232984,931936,1796,78,312,620.0,0.0,620.0,692,692,367.2564102564103,0,14,0,1000000,3000,4
233237,233237,932948,1797,253,1012,1690.0,0.0,1690.0,1797,1797,843.1699604743083,0,36,0,1000000,3000,4
233277,233277,933108,1798,40,160,223.0,0.0,223.0,288,288,174.725,0,6,0,1000000,3000,4
233422,233422,933688,1799,145,580,814.0,0.0,814.0,897,898,593.3793103448276,0,18,0,1000000,3000,4
233563,233563,934252,1800,141,564,639.0,0.0,639.0,722,722,503.9929078014184,0,15,0,1000000,3000,4
233644,233644,934576,1801,81,324,637.0,0.0,637.0,711,711,367.18518518518516,0,15,0,1000000,3000,4
233716,233716,934864,1802,72,288,614.0,0.0,614.0,686,686,349.30555555555554,0,14,0,1000000,3000,4
233947,233947,935788,1803,231,924,1421.0,0.0,1421.0,1524,1524,758.5584415584416,0,31,0,1000000,3000,4
233981,233981,935924,1804,34,136,247.0,0.0,247.0,311,311,150.47058823529412,0,7,0,1000000,3000,4
