global_step,global_decision_step,approx_global_env_frame_step,policy_loss,value_loss,entropy,approx_kl,clip_fraction,learning_rate,rollout_action_0,rollout_action_1,rollout_action_2,rollout_action_3,rollout_action_4,rollout_action_5,rollout_action_6,rollout_action_7,rollout_action_8,rollout_action_9,rollout_action_10,rollout_action_11,dominant_action_frac,reward_clip,target_kl,rollout_int_reward_mean,rollout_int_reward_sum
7936,7936,31744,0.014195848256349564,8.82862663269043,1.0832939147949219,0.008129113353788853,0.078125,0.0001,12,13,80,4,18,1,0,0,0,0,0,0,0.625,1,0.03,3.3597068110680084e-05,0.004300424718167051
8064,8064,32256,0.011924497783184052,18.833850860595703,1.1678780317306519,0.011930098757147789,0.1640625,0.0001,7,11,88,4,18,0,0,0,0,0,0,0,0.6875,1,0.03,5.084247871423031e-05,0.00650783727542148
8192,8192,32768,0.02601388469338417,10.938743591308594,1.2187938690185547,0.004751846194267273,0.0859375,0.0001,0,14,85,7,22,0,0,0,0,0,0,0,0.6640625,1,0.03,3.9514070749646635e-05,0.005057801055954769
8320,8320,33280,-0.018542233854532242,28.973552703857422,1.2555046081542969,0.008907400071620941,0.30078125,0.0001,6,14,69,6,33,0,0,0,0,0,0,0,0.5390625,1,0.03,2.6820534273497287e-05,0.0034330283870076528
8448,8448,33792,0.029702164232730865,11.270052909851074,1.3247921466827393,0.014226321130990982,0.453125,0.0001,3,24,60,6,34,0,1,0,0,0,0,0,0.46875,1,0.03,2.1175843272658312e-05,0.002710507938900264
8576,8576,34304,0.012254945933818817,18.397912979125977,1.3320341110229492,0.010642162524163723,0.26171875,0.0001,9,24,38,7,50,0,0,0,0,0,0,0,0.390625,1,0.03,1.854603407025479e-05,0.0023738923609926132
8704,8704,34816,-0.0025155097246170044,23.558242797851562,1.3133536577224731,0.002820013090968132,0.0,0.0001,12,23,32,3,56,2,0,0,0,0,0,0,0.4375,1,0.03,2.1511854569666866e-05,0.002753517384917359
8832,8832,35328,-0.006612755358219147,15.183767318725586,1.2481074333190918,0.006264573894441128,0.109375,0.0001,7,22,36,6,57,0,0,0,0,0,0,0,0.4453125,1,0.03,2.6688522098083922e-05,0.003416130828554742
8960,8960,35840,0.0009115263819694519,6.94023323059082,1.1415867805480957,0.007292347960174084,0.1171875,0.0001,7,15,21,3,82,0,0,0,0,0,0,0,0.640625,1,0.03,2.4479798597099034e-05,0.0031334142204286763
9088,9088,36352,0.013848036527633667,3.178971290588379,1.0304045677185059,0.005255402065813541,0.0859375,0.0001,6,13,20,3,86,0,0,0,0,0,0,0,0.671875,1,0.03,2.7722578849420643e-05,0.0035484900927258423
9216,9216,36864,-0.007826507091522217,20.227455139160156,1.0031814575195312,0.0008127568289637566,0.04296875,0.0001,4,16,28,1,79,0,0,0,0,0,0,0,0.6171875,1,0.03,3.268618419838276e-05,0.0041838315773929935
9344,9344,37376,-0.00826493464410305,1.7424187660217285,1.0011399984359741,0.0028229765594005585,0.06640625,0.0001,2,16,19,1,89,1,0,0,0,0,0,0,0.6953125,1,0.03,1.5559466483239248e-05,0.0019916117098546238
9472,9472,37888,0.010273829102516174,13.820898056030273,1.1088429689407349,0.011654561385512352,0.3125,0.0001,2,30,23,2,71,0,0,0,0,0,0,0,0.5546875,1,0.03,1.1110340135900287e-05,0.0014221235373952368
9600,9600,38400,-0.017298996448516846,7.810832977294922,1.0510597229003906,0.0037083150818943977,0.04296875,0.0001,2,27,20,3,76,0,0,0,0,0,0,0,0.59375,1,0.03,1.3040518375362353e-05,0.0016691863520463812
9728,9728,38912,-0.0052977055311203,0.9331071972846985,0.9834133386611938,0.0011546602472662926,0.0,0.0001,1,26,14,2,85,0,0,0,0,0,0,0,0.6640625,1,0.03,1.3065783306842604e-05,0.0016724202632758534
9856,9856,39424,-0.01034681499004364,39.405277252197266,1.0168814659118652,0.000725247897207737,0.0,0.0001,0,27,11,3,86,1,0,0,0,0,0,0,0.671875,1,0.03,1.010407289925297e-05,0.00129332133110438
9984,9984,39936,-0.002940777689218521,2.8587679862976074,1.0591413974761963,0.0010905228555202484,0.0,0.0001,4,22,18,2,82,0,0,0,0,0,0,0,0.640625,1,0.03,8.423184603145728e-06,0.0010781676292026532
10000,10000,40000,-0.004947371780872345,0.49942511320114136,1.082507610321045,0.000657789409160614,0.0,0.0001,0,4,2,0,10,0,0,0,0,0,0,0,0.625,1,0.03,5.021776445346404e-06,8.034842312554247e-05
